Price_List_Code,Source_Type,Assign_to_No,Product_No,Description,Unit_Cost,Unit_Price,Line_Discount_Percent,Minimum_Quantity,Starting_Date,Ending_Date,Posting_Group
GNB-01,Customer Price Group,GNB,PN60-21055-2000,"SECTION, KANATA, [20' 00""] X 21"", FLUSH, ENGLISH CHESTNUT, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, WHITE, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, WHITE, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, WHITE, BULK",141.75,202.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, WHITE, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, WHITE, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, WHITE, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, WHITE, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, WHITE, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, WHITE, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, WHITE, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, WHITE, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, WHITE, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, WHITE, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21100-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, WHITE, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, SANDTONE, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, SANDTONE, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, SANDTONE, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, SANDTONE, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, SANDTONE, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, SANDTONE, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, SANDTONE, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, SANDTONE, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, SANDTONE, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, SANDTONE, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, SANDTONE, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, SANDTONE, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, SANDTONE, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21104-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, SANDTONE, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, BLACK, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, BLACK, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, BLACK, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, BLACK, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, BLACK, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, BLACK, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, BLACK, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, BLACK, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, BLACK, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, BLACK, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, BLACK, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, BLACK, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, BLACK, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21105-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, BLACK, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, BRONZE, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, BRONZE, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, BRONZE, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, BRONZE, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, BRONZE, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, BRONZE, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, BRONZE, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, BRONZE, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, BRONZE, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, BRONZE, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, BRONZE, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, BRONZE, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, BRONZE, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21106-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, BRONZE, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, NEW BROWN, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, NEW BROWN, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, NEW BROWN, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, NEW BROWN, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, NEW BROWN, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, NEW BROWN, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, NEW BROWN, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, NEW BROWN, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, NEW BROWN, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, NEW BROWN, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, NEW BROWN, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, NEW BROWN, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, NEW BROWN, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21110-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, NEW BROWN, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, STEEL GREY, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, STEEL GREY, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, STEEL GREY, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, STEEL GREY, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, STEEL GREY, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, STEEL GREY, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, STEEL GREY, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, STEEL GREY, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, STEEL GREY, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, STEEL GREY, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, STEEL GREY, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, STEEL GREY, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, STEEL GREY, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21120-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, STEEL GREY, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, NEW ALMOND, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, NEW ALMOND, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, NEW ALMOND, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, NEW ALMOND, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, NEW ALMOND, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, NEW ALMOND, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, NEW ALMOND, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, NEW ALMOND, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, NEW ALMOND, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, NEW ALMOND, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, NEW ALMOND, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, NEW ALMOND, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, NEW ALMOND, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21130-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, NEW ALMOND, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21140-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, HAZELWOOD, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21140-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, HAZELWOOD",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21140-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, HAZELWOOD, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-0700,"SECTION, KANATA, [07' 00""] X 21"", SH, WALNUT, BULK",116.87,166.96,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, WALNUT, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, WALNUT, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, WALNUT, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, WALNUT, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, WALNUT, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, WALNUT, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, WALNUT, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, WALNUT, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, WALNUT, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, WALNUT, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, WALNUT, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, WALNUT, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21151-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, WALNUT, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-0800,"SECTION, KANATA, [08' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-0900,"SECTION, KANATA, [09' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1000,"SECTION, KANATA, [10' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1100,"SECTION, KANATA, [11' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1200,"SECTION, KANATA, [12' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1300,"SECTION, KANATA, [13' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1400,"SECTION, KANATA, [14' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1500,"SECTION, KANATA, [15' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1600,"SECTION, KANATA, [16' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1700,"SECTION, KANATA, [17' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1800,"SECTION, KANATA, [18' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-1900,"SECTION, KANATA, [19' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21155-2000,"SECTION, KANATA, [20' 00""] X 21"", SH, ENGLISH CHESTNUT, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-0800,"SECTION, KANATA, [08' 00""] X 21"", BC, WHITE, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-0900,"SECTION, KANATA, [09' 00""] X 21"", BC, WHITE, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1000,"SECTION, KANATA, [10' 00""] X 21"", BC, WHITE, BULK",157.5,225.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1100,"SECTION, KANATA, [11' 00""] X 21"", BC, WHITE, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1200,"SECTION, KANATA, [12' 00""] X 21"", BC, WHITE, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1300,"SECTION, KANATA, [13' 00""] X 21"", BC, WHITE, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1400,"SECTION, KANATA, [14' 00""] X 21"", BC, WHITE, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1500,"SECTION, KANATA, [15' 00""] X 21"", BC, WHITE, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1600,"SECTION, KANATA, [16' 00""] X 21"", BC, WHITE, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1700,"SECTION, KANATA, [17' 00""] X 21"", BC, WHITE, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1800,"SECTION, KANATA, [18' 00""] X 21"", BC, WHITE, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-1900,"SECTION, KANATA, [19' 00""] X 21"", BC, WHITE, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21200-2000,"SECTION, KANATA, [20' 00""] X 21"", BC, WHITE, BULK",333.9,477.0,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-0800,"SECTION, KANATA, [08' 00""] X 21"", BC, SANDTONE, BULK",133.56,190.8,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-0900,"SECTION, KANATA, [09' 00""] X 21"", BC, SANDTONE, BULK",150.26,214.66,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1000,"SECTION, KANATA, [10' 00""] X 21"", BC, SANDTONE, BULK",166.95,238.5,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1100,"SECTION, KANATA, [11' 00""] X 21"", BC, SANDTONE, BULK",183.65,262.36,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1200,"SECTION, KANATA, [12' 00""] X 21"", BC, SANDTONE, BULK",200.34,286.2,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1300,"SECTION, KANATA, [13' 00""] X 21"", BC, SANDTONE, BULK",217.04,310.06,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1400,"SECTION, KANATA, [14' 00""] X 21"", BC, SANDTONE, BULK",233.73,333.9,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1500,"SECTION, KANATA, [15' 00""] X 21"", BC, SANDTONE, BULK",250.43,357.76,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1600,"SECTION, KANATA, [16' 00""] X 21"", BC, SANDTONE, BULK",267.12,381.6,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1700,"SECTION, KANATA, [17' 00""] X 21"", BC, SANDTONE, BULK",283.82,405.46,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1800,"SECTION, KANATA, [18' 00""] X 21"", BC, SANDTONE, BULK",300.51,429.3,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-1900,"SECTION, KANATA, [19' 00""] X 21"", BC, SANDTONE, BULK",317.21,453.16,0,0,2026-05-06,,RESI
GNB-01,Customer Price Group,GNB,PN60-21204-2000,"SECTION, KANATA, [20' 00""] X 21"", BC, SANDTONE, BULK",333.9,477.0,0,0,2026-05-06,,RESI
