Price_List_Code,Source_Type,Assign_to_No,Product_No,Description,Unit_Cost,Unit_Price,Line_Discount_Percent,Minimum_Quantity,Starting_Date,Ending_Date,Posting_Group
GNB-01,Customer Price Group,GNB,HK13-2012112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 10'3""-12'2"", DEC, 12'-12' 11"" EXT",360.16477,514.52,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2012113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 10'3""-12'2"", DEC, 13'-13' 8"" EXT",360.52056,515.03,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 1'-2'11"" EXT",333.09946,475.86,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 3'-3'11"" EXT",333.45525,476.36,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 4'-4'11"" EXT",333.81105,476.87,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 5'-5'11"" EXT",305.37186,436.25,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 6'-6'11"" EXT",305.72766,436.75,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 7'-7'11"" EXT",306.08345,437.26,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 8'-8'11"" EXT",306.43924,437.77,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 9'-9'11"" EXT",306.79504,438.28,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 10'-10'11"" EXT",307.15083,438.79,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 11'-11'11"" EXT",389.35432,556.22,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 12'-12' 11"" EXT",389.71012,556.73,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2014113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 12'3""-14'2"", DEC, 13'-13' 8"" EXT",390.06591,557.24,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 1'-2'11"" EXT",360.97157,515.67,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 3'-3'11"" EXT",361.32737,516.18,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 4'-4'11"" EXT",361.32737,516.18,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 5'-5'11"" EXT",333.24398,476.06,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 6'-6'11"" EXT",333.59977,476.57,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 7'-7'11"" EXT",333.95557,477.08,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 8'-8'11"" EXT",334.31136,477.59,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 9'-9'11"" EXT",334.66715,478.1,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 10'-10'11"" EXT",335.02295,478.6,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 11'-11'11"" EXT",417.22644,596.04,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 12'-12' 11"" EXT",417.58223,596.55,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2016113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 14'3""-16'2"", DEC, 13'-13' 8"" EXT",417.93803,597.05,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 1'-2'11"" EXT",474.51729,677.88,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 3'-3'11"" EXT",474.87308,678.39,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 4'-4'11"" EXT",422.19098,603.13,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 5'-5'11"" EXT",475.59949,679.43,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 6'-6'11"" EXT",394.10759,563.01,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 7'-7'11"" EXT",394.46338,563.52,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 8'-8'11"" EXT",394.81918,564.03,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 9'-9'11"" EXT",395.17497,564.54,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 10'-10'11"" EXT",395.53077,565.04,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 11'-11'11"" EXT",477.73426,682.48,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 12'-12' 11"" EXT",478.09005,682.99,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2018113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 16'3""-18'2"", DEC, 13'-13' 8"" EXT",478.44584,683.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 1'-2'11"" EXT",505.03611,721.48,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 3'-3'11"" EXT",505.3919,721.99,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 4'-4'11"" EXT",505.74769,722.5,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 5'-5'11"" EXT",506.11831,723.03,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 6'-6'11"" EXT",506.47411,723.53,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 7'-7'11"" EXT",506.8299,724.04,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 8'-8'11"" EXT",507.18569,724.55,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 9'-9'11"" EXT",507.54149,725.06,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 10'-10'11"" EXT",507.89728,725.57,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 11'-11'11"" EXT",508.25307,726.08,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 12'-12' 11"" EXT",508.60887,726.58,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2020113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 18'3""-20'2"", DEC, 13'-13' 8"" EXT",508.96466,727.09,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 1'-2'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 3'-3'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 4'-4'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 5'-5'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 6'-6'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 7'-7'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 8'-8'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 9'-9'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 10'-10'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 11'-11'11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 12'-12' 11"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2021113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 20'3""-21'2"", DEC, 13'-13' 8"" EXT",775.01168,1107.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 1'-2'11"" EXT",772.61133,1103.73,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 3'-3'11"" EXT",772.96713,1104.24,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 4'-4'11"" EXT",773.32292,1104.75,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 5'-5'11"" EXT",768.93354,1098.48,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 6'-6'11"" EXT",769.28933,1098.98,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 7'-7'11"" EXT",769.64513,1099.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 8'-8'11"" EXT",770.00092,1100.0,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 9'-9'11"" EXT",770.35672,1100.51,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 10'-10'11"" EXT",770.71251,1101.02,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 11'-11'11"" EXT",771.0683,1101.53,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 12'-12' 11"" EXT",771.4241,1102.03,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2022113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 21'3""-22'0"", DEC, 13'-13' 8"" EXT",771.77989,1102.54,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024102-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 1'-2'11"" EXT",828.28676,1183.27,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024103-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 3'-3'11"" EXT",828.28676,1183.27,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 4'-4'11"" EXT",828.28676,1183.27,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 5'-5'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 6'-6'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 7'-7'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 8'-8'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 9'-9'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 10'-10'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024111-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 11'-11'11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024112-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 12'-12' 11"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2024113-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 22'3""-24'0"", DEC, 13'-13' 8"" EXT",823.54158,1176.49,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026104-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 4'-4'11"" EXT",892.0183,1274.31,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026105-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 5'-5'11"" EXT",892.38892,1274.84,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026106-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 6'-6'11"" EXT",892.74471,1275.35,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026107-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 7'-7'11"" EXT",893.10051,1275.86,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026108-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 8'-8'11"" EXT",893.4563,1276.37,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026109-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 9'-9'11"" EXT",893.8121,1276.87,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2026110-RC,"HARDWARE KIT, HIGH LIFT 3"", 19'6""-20'0"" X 24'3""-26'0"", DEC, 10'-10'11"" EXT",894.16789,1277.38,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208102-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 1'-2'11"" EXT",257.4118,367.73,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208103-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 3'-3'11"" EXT",257.76759,368.24,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208104-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 4'-4'11"" EXT",258.12338,368.75,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208105-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 5'-5'11"" EXT",229.6842,328.12,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208106-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 6'-6'11"" EXT",230.04,328.63,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208107-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 7'-7'11"" EXT",230.39579,329.14,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208108-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 8'-8'11"" EXT",230.75158,329.65,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208109-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 9'-9'11"" EXT",231.10738,330.15,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208110-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 10'-10'11"" EXT",231.46317,330.66,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208111-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 11'-11'11"" EXT",313.66666,448.1,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208112-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 12'-12' 11"" EXT",314.02246,448.6,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2208113-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 6'-8'2"", DEC, 13'-13' 8"" EXT",314.37825,449.11,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210102-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 1'-2'11"" EXT",286.81635,409.74,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210103-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 3'-3'11"" EXT",287.17214,410.25,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210104-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 4'-4'11"" EXT",287.52794,410.75,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210105-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 5'-5'11"" EXT",259.08875,370.13,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210106-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 6'-6'11"" EXT",259.44455,370.64,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210107-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 7'-7'11"" EXT",259.80034,371.14,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210108-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 8'-8'11"" EXT",260.15613,371.65,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210109-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 9'-9'11"" EXT",260.51193,372.16,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210110-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 10'-10'11"" EXT",260.86772,372.67,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210111-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 11'-11'11"" EXT",343.07121,490.1,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210112-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 12'-12' 11"" EXT",343.42701,490.61,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2210113-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 8'-3""-10'2"", DEC, 13'-13' 8"" EXT",343.7828,491.12,0,0,2026-05-06,,HARD
GNB-01,Customer Price Group,GNB,HK13-2212102-RC,"HARDWARE KIT, HIGH LIFT 3"", 20'1""-22'0"" X 10'3""-12'2"", DEC, 1'-2'11"" EXT",318.1537,454.51,0,0,2026-05-06,,HARD
